henvendelse_id,kunde_id,dato,kanal,tekst
H019342,K138404,2025-08-14,telefon,Ønsker en oversikt over hva det koster å avslutte kundeforholdet. Vurderer å samle alt hos Danske Bank.
H002157,K104214,2025-08-14,chat,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H013136,K125920,2025-08-14,chat,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Bulder."
H002753,K105353,2025-08-14,chat,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 5.25 % når nye kunder får bedre betingelser?
H000804,K101648,2025-08-14,chat,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H010428,K120463,2025-08-14,chat,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H010127,K119867,2025-08-14,telefon,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H020083,K139822,2025-08-14,chat,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H010131,K119876,2025-08-14,chat,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H012901,K125437,2025-08-14,telefon,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H010132,K119878,2025-08-14,telefon,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H018335,K136274,2025-08-14,e-post,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
H017643,K134954,2025-08-14,chat,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H002737,K105330,2025-08-14,chat,Ønsker en oversikt over hva det koster å avslutte kundeforholdet. Vurderer å samle alt hos DNB.
H006670,K112908,2025-08-14,chat,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 5.13 % når nye kunder får bedre betingelser?
H000066,K100143,2025-08-14,chat,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H013880,K127512,2025-08-14,telefon,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H012756,K125154,2025-08-14,chat,"Har fått tilbud fra Danske Bank på 4.97 %. Om dere ikke kan gjøre noe med renten min, bytter jeg bank."
H003899,K107528,2025-08-14,chat,Ønsker en oversikt over hva det koster å avslutte kundeforholdet. Vurderer å samle alt hos en annen bank.
H011487,K122601,2025-08-14,telefon,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 4.97 % når nye kunder får bedre betingelser?
H003027,K105915,2025-08-14,chat,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H000854,K101749,2025-08-14,chat,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H009950,K119490,2025-08-14,chat,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Nordea."
H007855,K115320,2025-08-14,chat,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 4.91 % når nye kunder får bedre betingelser?
H016806,K133244,2025-08-14,chat,"Har fått tilbud fra Handelsbanken på 4.84 %. Om dere ikke kan gjøre noe med renten min, bytter jeg bank."
H007276,K114246,2025-08-14,e-post,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
H003481,K106774,2025-08-14,chat,"Har fått tilbud fra Danske Bank på 4.92 %. Om dere ikke kan gjøre noe med renten min, bytter jeg bank."
H015956,K131554,2025-08-14,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H013259,K126228,2025-08-14,chat,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H019944,K139571,2025-08-14,telefon,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H010751,K121098,2025-08-14,telefon,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H011523,K122669,2025-08-14,telefon,Veldig fornøyd med den nye appen – mye enklere å få oversikt nå.
H000538,K101158,2025-08-14,e-post,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Handelsbanken."
H004001,K107735,2025-08-14,chat,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H010442,K120488,2025-08-14,e-post,"Har fått tilbud fra en annen bank på 5.02 %. Om dere ikke kan gjøre noe med renten min, bytter jeg bank."
H012618,K124854,2025-08-14,chat,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Danske Bank."
H010019,K119618,2025-08-14,telefon,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H009428,K118471,2025-08-14,e-post,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
H010808,K121213,2025-08-14,e-post,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H004325,K108339,2025-08-14,chat,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H003766,K107292,2025-08-15,telefon,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H005444,K110466,2025-08-15,chat,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H012228,K124120,2025-08-15,chat,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H003520,K106830,2025-08-15,chat,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H010882,K121413,2025-08-15,chat,"Hei, jeg vurderer å flytte boliglånet mitt. Bulder tilbyr 5.2 % – kan dere matche det?"
H002326,K104516,2025-08-15,chat,"Hei, jeg vurderer å flytte boliglånet mitt. Nordea tilbyr 4.88 % – kan dere matche det?"
H013718,K127195,2025-08-15,chat,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H015901,K131459,2025-08-15,e-post,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 5.09 % når nye kunder får bedre betingelser?
H015746,K131184,2025-08-15,chat,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H004665,K108953,2025-08-15,telefon,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Bulder."
H016542,K132751,2025-08-15,e-post,Ønsker en oversikt over hva det koster å avslutte kundeforholdet. Vurderer å samle alt hos Handelsbanken.
H004394,K108440,2025-08-15,e-post,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H011607,K122854,2025-08-15,chat,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H001824,K103583,2025-08-15,chat,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H015099,K129865,2025-08-15,chat,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H004426,K108492,2025-08-15,chat,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med DNB."
H010811,K121219,2025-08-15,chat,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 5.04 % når nye kunder får bedre betingelser?
H016140,K131903,2025-08-15,telefon,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H019313,K138343,2025-08-15,telefon,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H015598,K130869,2025-08-15,chat,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H016639,K132931,2025-08-15,e-post,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H018182,K135975,2025-08-15,chat,"Hei, jeg vurderer å flytte boliglånet mitt. Nordea tilbyr 5.03 % – kan dere matche det?"
H013980,K127678,2025-08-15,e-post,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H003437,K106689,2025-08-15,e-post,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H010983,K121641,2025-08-15,chat,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H011825,K123264,2025-08-15,telefon,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H004487,K108592,2025-08-15,chat,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H018431,K136464,2025-08-15,telefon,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
H015560,K130805,2025-08-15,chat,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H018614,K136863,2025-08-15,chat,Ønsker en oversikt over hva det koster å avslutte kundeforholdet. Vurderer å samle alt hos Danske Bank.
H017500,K134647,2025-08-15,telefon,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H002306,K104482,2025-08-15,chat,"Har fått tilbud fra DNB på 4.84 %. Om dere ikke kan gjøre noe med renten min, bytter jeg bank."
H000618,K101308,2025-08-15,telefon,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 5.04 % når nye kunder får bedre betingelser?
H003754,K107276,2025-08-15,e-post,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H012800,K125233,2025-08-15,chat,"Har fått tilbud fra Danske Bank på 4.93 %. Om dere ikke kan gjøre noe med renten min, bytter jeg bank."
H014598,K128872,2025-08-15,chat,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H006925,K113475,2025-08-15,e-post,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H012950,K125546,2025-08-15,chat,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H018078,K135760,2025-08-15,telefon,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H001527,K102990,2025-08-15,telefon,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H007110,K113887,2025-08-15,chat,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H007051,K113753,2025-08-15,chat,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H019826,K139331,2025-08-16,telefon,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H008206,K116045,2025-08-16,chat,Veldig fornøyd med den nye appen – mye enklere å få oversikt nå.
H002504,K104848,2025-08-16,chat,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H011872,K123359,2025-08-16,chat,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H002594,K105045,2025-08-16,e-post,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H019419,K138571,2025-08-16,chat,"Har fått tilbud fra DNB på 4.87 %. Om dere ikke kan gjøre noe med renten min, bytter jeg bank."
H004060,K107837,2025-08-16,telefon,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H009086,K117780,2025-08-16,telefon,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H002499,K104845,2025-08-16,chat,"Hei, jeg vurderer å flytte boliglånet mitt. Danske Bank tilbyr 5.56 % – kan dere matche det?"
H019890,K139451,2025-08-16,chat,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H000565,K101211,2025-08-16,chat,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H014537,K128754,2025-08-16,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H013045,K125722,2025-08-16,chat,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H004063,K107845,2025-08-16,telefon,"Har fått tilbud fra en annen bank på 5.01 %. Om dere ikke kan gjøre noe med renten min, bytter jeg bank."
H011623,K122873,2025-08-16,chat,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H000370,K100788,2025-08-16,chat,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H017954,K135545,2025-08-16,chat,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H002095,K104114,2025-08-16,e-post,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H018097,K135791,2025-08-16,telefon,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H003507,K106808,2025-08-16,chat,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H005551,K110675,2025-08-16,chat,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H018472,K136550,2025-08-16,chat,"Hei, jeg vurderer å flytte boliglånet mitt. Handelsbanken tilbyr 4.98 % – kan dere matche det?"
H012514,K124667,2025-08-16,telefon,"Hei, jeg vurderer å flytte boliglånet mitt. Nordea tilbyr 5.06 % – kan dere matche det?"
H003081,K106011,2025-08-16,telefon,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H003192,K106221,2025-08-16,chat,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H009702,K119009,2025-08-16,e-post,"Hei, jeg vurderer å flytte boliglånet mitt. Danske Bank tilbyr 4.83 % – kan dere matche det?"
H011940,K123517,2025-08-16,telefon,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H010059,K119724,2025-08-16,telefon,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H017317,K134297,2025-08-16,e-post,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H010103,K119828,2025-08-16,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H013269,K126238,2025-08-16,e-post,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H002557,K104965,2025-08-16,telefon,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H006662,K112892,2025-08-16,e-post,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 5.04 % når nye kunder får bedre betingelser?
H004809,K109262,2025-08-17,telefon,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H013806,K127374,2025-08-17,telefon,"Har fått tilbud fra en annen bank på 5.08 %. Om dere ikke kan gjøre noe med renten min, bytter jeg bank."
H007251,K114179,2025-08-17,e-post,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H012125,K123883,2025-08-17,telefon,Veldig fornøyd med den nye appen – mye enklere å få oversikt nå.
H013744,K127234,2025-08-17,chat,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H017237,K134133,2025-08-17,telefon,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H004844,K109324,2025-08-17,e-post,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H018124,K135846,2025-08-17,telefon,Veldig fornøyd med den nye appen – mye enklere å få oversikt nå.
H006001,K111568,2025-08-17,e-post,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H008389,K116399,2025-08-17,chat,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H009559,K118717,2025-08-17,chat,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H002980,K105807,2025-08-17,telefon,Veldig fornøyd med den nye appen – mye enklere å få oversikt nå.
H019745,K139173,2025-08-17,telefon,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H008105,K115829,2025-08-17,chat,Ønsker en oversikt over hva det koster å avslutte kundeforholdet. Vurderer å samle alt hos Handelsbanken.
H006160,K111847,2025-08-17,chat,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H006842,K113251,2025-08-17,telefon,"Har fått tilbud fra DNB på 5.09 %. Om dere ikke kan gjøre noe med renten min, bytter jeg bank."
H004597,K108829,2025-08-17,chat,"Har fått tilbud fra DNB på 4.9 %. Om dere ikke kan gjøre noe med renten min, bytter jeg bank."
H006456,K112476,2025-08-17,chat,Veldig fornøyd med den nye appen – mye enklere å få oversikt nå.
H013066,K125766,2025-08-17,telefon,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H003810,K107377,2025-08-17,chat,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H009082,K117748,2025-08-17,telefon,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H011910,K123441,2025-08-17,telefon,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H001020,K102075,2025-08-17,e-post,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 5.48 % når nye kunder får bedre betingelser?
H014013,K127737,2025-08-17,chat,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H014353,K128348,2025-08-17,e-post,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H004956,K109552,2025-08-17,telefon,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H009822,K119256,2025-08-17,e-post,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H017025,K133696,2025-08-17,chat,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H001817,K103577,2025-08-17,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H007097,K113853,2025-08-17,telefon,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Danske Bank."
